OrderID,OrderDate,CustomerID,ProductID,BranchID,Quantity,GrossSales,DiscountPct,Amount,Cost,Profit,OrderStatus
ORD000004,2024-04-17,CUST01555,PROD0018,B003,3,5163.92,0.05,4905.72,3215.72,1690.0,Completed
ORD000006,2024-03-22,CUST00239,PROD0082,B004,1,2094.53,0.2,1675.62,1133.66,541.96,Completed
ORD000009,2024-01-27,CUST02163,PROD0043,B002,3,874.19,0.25,655.64,535.94,119.7,Completed
ORD000010,2024-12-07,CUST01996,PROD0066,B005,3,4194.64,0.25,3145.98,3013.47,132.51,Completed
ORD000011,2024-07-16,CUST00382,PROD0074,B003,5,3264.22,0.15,2774.59,2524.19,250.4,Completed
ORD000012,2024-12-01,CUST02272,PROD0062,B004,4,2918.12,0.1,2626.31,2314.89,311.42,Completed
ORD000016,2024-07-13,CUST00639,PROD0052,B001,1,660.68,0.1,594.61,453.35,141.26,Completed
ORD000021,2024-08-02,CUST00623,PROD0004,B001,5,1495.87,0.1,1346.28,955.52,390.76,Completed
ORD000022,2024-08-13,CUST01149,PROD0077,B005,2,608.04,0.25,456.03,492.1,-36.07,Completed
ORD000026,2024-12-08,CUST02018,PROD0117,B001,5,3861.32,0.0,3861.32,2380.62,1480.7,Completed
ORD000033,2024-06-05,CUST00284,PROD0032,B003,1,736.43,0.15,625.97,405.3,220.67,Completed
ORD000045,2024-02-12,CUST02220,PROD0088,B002,3,1346.61,0.15,1144.62,868.81,275.81,Completed
ORD000048,2024-11-30,CUST02157,PROD0085,B001,5,215.26,0.1,193.73,170.57,23.16,Completed
ORD000054,2024-08-11,CUST01474,PROD0021,B003,2,1690.32,0.1,1521.29,1027.16,494.13,Completed
ORD000056,2024-05-26,CUST00315,PROD0025,B003,1,990.04,0.2,792.04,590.72,201.32,Completed
ORD000057,2024-05-17,CUST01569,PROD0002,B003,5,3400.69,0.05,3230.66,2056.3,1174.36,Completed
ORD000060,2024-08-02,CUST01378,PROD0109,B003,4,5423.46,0.05,5152.29,3900.44,1251.85,Completed
ORD000076,2024-11-20,CUST02289,PROD0062,B002,3,1834.74,0.15,1559.53,1736.16,-176.63,Completed
ORD000079,2024-10-03,CUST01892,PROD0054,B001,5,5638.39,0.15,4792.63,3810.16,982.47,Completed
ORD000081,2024-02-04,CUST01489,PROD0109,B005,3,4067.6,0.2,3254.08,2925.33,328.75,Completed
ORD000082,2024-07-02,CUST00409,PROD0091,B002,4,1654.7,0.15,1406.49,1261.16,145.33,Completed
ORD000090,2024-03-16,CUST00787,PROD0034,B005,4,4309.79,0.0,4309.79,2866.35,1443.44,Completed
ORD000092,2024-12-15,CUST00051,PROD0089,B004,3,1030.0,0.15,875.5,676.76,198.74,Completed
ORD000094,2024-05-03,CUST01461,PROD0081,B001,4,532.43,0.1,479.19,396.43,82.76,Completed
ORD000098,2024-02-12,CUST00102,PROD0010,B002,1,1842.55,0.1,1658.3,1072.0,586.3,Completed
ORD000104,2024-06-06,CUST01235,PROD0003,B004,1,377.79,0.0,377.79,267.73,110.06,Completed
ORD000106,2024-11-03,CUST00994,PROD0056,B002,5,7058.6,0.15,5999.81,5288.22,711.59,Completed
ORD000109,2024-03-14,CUST00747,PROD0104,B004,5,8012.27,0.0,8012.27,5297.84,2714.43,Completed
ORD000113,2024-04-08,CUST01204,PROD0103,B002,1,872.66,0.15,741.76,516.43,225.33,Completed
ORD000115,2024-06-18,CUST00075,PROD0023,B005,4,5092.22,0.05,4837.62,3147.68,1689.94,Completed
ORD000116,2024-12-21,CUST00688,PROD0063,B005,2,265.36,0.15,225.56,200.93,24.63,Completed
ORD000117,2024-01-04,CUST00710,PROD0056,B001,3,4235.16,0.0,4235.16,3172.93,1062.23,Completed
ORD000128,2024-12-26,CUST00507,PROD0005,B001,1,1222.39,0.1,1100.15,753.73,346.42,Completed
ORD000130,2024-08-03,CUST02308,PROD0041,B005,2,230.15,0.15,195.63,124.98,70.65,Completed
ORD000133,2024-03-19,CUST01168,PROD0087,B002,3,3543.19,0.0,3543.19,2474.09,1069.1,Completed
ORD000134,2024-02-23,CUST01374,PROD0058,B002,4,1251.03,0.05,1188.47,698.33,490.14,Completed
ORD000137,2024-04-28,CUST00663,PROD0022,B001,1,1264.34,0.05,1201.12,913.58,287.54,Completed
ORD000138,2024-10-15,CUST00679,PROD0065,B003,5,6756.67,0.05,6418.84,5056.08,1362.76,Completed
ORD000147,2024-05-12,CUST00685,PROD0084,B001,3,1554.81,0.0,1554.81,1147.87,406.94,Completed
ORD000148,2024-03-23,CUST00704,PROD0103,B003,4,3490.63,0.0,3490.63,2065.73,1424.9,Completed
ORD000152,2024-10-23,CUST01822,PROD0093,B002,4,3465.41,0.15,2945.6,2542.69,402.91,Completed
ORD000156,2024-06-29,CUST00743,PROD0102,B001,3,2314.2,0.0,2314.2,1334.6,979.6,Completed
ORD000157,2024-09-17,CUST00867,PROD0009,B004,3,957.85,0.1,862.07,586.58,275.49,Completed
ORD000162,2024-01-14,CUST01026,PROD0093,B002,3,2599.06,0.05,2469.1,1907.02,562.08,Completed
ORD000166,2024-02-22,CUST00092,PROD0028,B002,3,2190.58,0.2,1752.46,1375.54,376.92,Completed
ORD000173,2024-08-03,CUST01117,PROD0003,B001,4,1511.16,0.1,1360.05,1070.91,289.14,Completed
ORD000181,2024-11-06,CUST01825,PROD0117,B002,4,3089.06,0.1,2780.15,1904.49,875.66,Completed
ORD000187,2024-08-27,CUST02273,PROD0095,B003,1,355.14,0.15,301.87,267.88,33.99,Completed
ORD000188,2024-03-13,CUST01851,PROD0073,B002,4,731.21,0.0,731.21,479.89,251.32,Completed
ORD000191,2024-09-18,CUST00754,PROD0001,B001,1,1939.39,0.0,1939.39,1063.18,876.21,Completed
ORD000195,2024-02-12,CUST02216,PROD0015,B001,5,7105.34,0.15,6039.53,4418.64,1620.89,Completed
ORD000200,2024-06-15,CUST01493,PROD0112,B003,2,1732.73,0.2,1386.18,1356.66,29.52,Completed
ORD000201,2024-05-12,CUST02114,PROD0016,B001,1,88.86,0.1,79.98,53.22,26.76,Completed
ORD000203,2024-02-14,CUST00672,PROD0063,B003,2,265.36,0.05,252.09,200.93,51.16,Completed
ORD000204,2024-12-03,CUST01266,PROD0119,B005,4,2394.33,0.1,2154.89,1737.24,417.65,Completed
ORD000208,2024-11-11,CUST02353,PROD0110,B002,1,796.71,0.15,677.2,463.19,214.01,Completed
ORD000210,2024-08-18,CUST00403,PROD0079,B001,3,519.91,0.1,467.91,349.71,118.2,Completed
ORD000212,2024-12-09,CUST00717,PROD0044,B004,5,5469.74,0.15,4649.28,3037.05,1612.23,Completed
ORD000222,2024-04-09,CUST01554,PROD0075,B003,5,7069.49,0.05,6716.02,5462.28,1253.74,Completed
